"mon","move","usage"
"Slaking","drainpunch",0.5494062900543213
"Slaking","bodyslam",0.4057154357433319
"Slaking","knockoff",0.3358824849128723
"Slaking","doubleedge",0.3014691174030304
"Slither Wing","closecombat",0.8713005781173706
"Slither Wing","firstimpression",0.7912028431892395
"Slither Wing","leechlife",0.4330708682537079
"Slither Wing","uturn",0.39750203490257263
"Slowbro","trickroom",0.7051520943641663
"Slowbro","scald",0.43916821479797363
"Slowbro","protect",0.38485413789749146
"Slowbro","yawn",0.27746739983558655
"Slowbro-Galar","shellsidearm",0.6205882430076599
"Slowbro-Galar","trickroom",0.3382352888584137
"Slowbro-Galar","protect",0.24632352590560913
"Slowbro-Galar","expandingforce",0.2191176414489746
"Slowking","trickroom",0.8563218116760254
"Slowking","scald",0.6815732717514038
"Slowking","expandingforce",0.4922772943973541
"Slowking","chillyreception",0.35398706793785095
"Slowking-Galar","trickroom",0.6849607825279236
"Slowking-Galar","chillyreception",0.6284747123718262
"Slowking-Galar","sludgebomb",0.5149679183959961
"Slowking-Galar","healpulse",0.21258018910884857
"Slowpoke","trickroom",0.9628865718841553
"Slowpoke","surf",0.8381443023681641
"Slowpoke","healpulse",0.6855670213699341
"Slowpoke","helpinghand",0.5752577185630798
"Smeargle","spore",0.8588215708732605
"Smeargle","followme",0.7819958925247192
"Smeargle","fakeout",0.7060814499855042
"Smeargle","decorate",0.5140172243118286
"Sneasel-Hisui","fakeout",0.7528344392776489
"Sneasel-Hisui","closecombat",0.7131519317626953
"Sneasel-Hisui","taunt",0.6451247334480286
"Sneasel-Hisui","coaching",0.4773242771625519
"Sneasler","closecombat",0.8924736976623535
"Sneasler","direclaw",0.8472564220428467
"Sneasler","fakeout",0.6045109033584595
"Sneasler","protect",0.46312573552131653
"Snorlax","bodyslam",0.529807448387146
"Snorlax","protect",0.4453723132610321
"Snorlax","bellydrum",0.4282069206237793
"Snorlax","crunch",0.39526793360710144
"Solgaleo","sunsteelstrike",0.931850254535675
"Solgaleo","psychicfangs",0.7050461173057556
"Solgaleo","protect",0.5403147339820862
"Solgaleo","wideguard",0.2883342504501343
"Solosis","endeavor",0.9938080310821533
"Solosis","trickroom",0.9922600388526917
"Solosis","expandingforce",0.9133126735687256
"Solosis","endure",0.6873065233230591
"Spectrier","shadowball",0.8963432312011719
"Spectrier","protect",0.5076302886009216
"Spectrier","willowisp",0.3259429931640625
"Spectrier","snarl",0.3069392442703247
"Spidops","firstimpression",0.5951661467552185
"Spidops","stickyweb",0.4350453317165375
"Spidops","circlethrow",0.3806646466255188
"Spidops","suckerpunch",0.3081570863723755
"Spiritomb","trickroom",0.7785959839820862
"Spiritomb","willowisp",0.5056455731391907
"Spiritomb","foulplay",0.4408443868160248
"Spiritomb","taunt",0.242513507604599
"Squawkabilly","partingshot",0.7471590638160706
"Squawkabilly","bravebird",0.5653409361839294
"Squawkabilly","finalgambit",0.5369318127632141
"Squawkabilly","tailwind",0.4431818127632141
"Stantler","skillswap",0.4614264965057373
"Stantler","protect",0.3144104778766632
"Stantler","hypnosis",0.29694321751594543
"Stantler","trickroom",0.2751091718673706
"Staraptor","bravebird",0.7429322600364685
"Staraptor","uturn",0.6995397806167603
"Staraptor","closecombat",0.5996055006980896
"Staraptor","finalgambit",0.4404996633529663
"Stonjourner","wideguard",0.9478546380996704
"Stonjourner","protect",0.7144323587417603
"Stonjourner","rockslide",0.6060357093811035
"Stonjourner","bodypress",0.3114350140094757
"Sudowoodo","protect",0.7885985970497131
"Sudowoodo","suckerpunch",0.6437054872512817
"Sudowoodo","rockslide",0.4821852743625641
"Sudowoodo","headsmash",0.47980996966362
"Suicune","scald",0.8883005976676941
"Suicune","tailwind",0.7211078405380249
"Suicune","snarl",0.576417863368988
"Suicune","protect",0.41706547141075134
"Sunflora","weatherball",0.7651006579399109
"Sunflora","earthpower",0.709172248840332
"Sunflora","solarbeam",0.5715883374214172
"Sunflora","protect",0.5503355860710144
"Swampert","wideguard",0.6713573336601257
"Swampert","liquidation",0.4665122926235199
"Swampert","highhorsepower",0.43925899267196655
"Swampert","protect",0.3507303297519684
"Sylveon","hypervoice",0.9727393984794617
"Sylveon","protect",0.5939979553222656
"Sylveon","terablast",0.3473171591758728
"Sylveon","quickattack",0.3056013882160187
"Talonflame","tailwind",0.9616341590881348
"Talonflame","bravebird",0.7317295670509338
"Talonflame","flareblitz",0.39332225918769836
"Talonflame","willowisp",0.3432600498199463
"Tatsugiri","dracometeor",0.9224961996078491
"Tatsugiri","muddywater",0.8611885905265808
"Tatsugiri","icywind",0.5389444231987
"Tatsugiri","protect",0.48168590664863586
"Tauros-Paldea-Aqua","ragingbull",0.7239583134651184
"Tauros-Paldea-Aqua","closecombat",0.6197916865348816
"Tauros-Paldea-Aqua","aquajet",0.5813801884651184
"Tauros-Paldea-Aqua","protect",0.4752604067325592
"Tauros-Paldea-Blaze","closecombat",0.8420091271400452
"Tauros-Paldea-Blaze","ragingbull",0.7616438269615173
"Tauros-Paldea-Blaze","protect",0.4630137085914612
"Tauros-Paldea-Blaze","willowisp",0.3041096031665802
"Tentacruel","protect",0.523809552192688
"Tentacruel","sludgebomb",0.509379506111145
"Tentacruel","icywind",0.39249640703201294
"Tentacruel","haze",0.2698412835597992
"Terapagos","terastarstorm",0.9984070062637329
"Terapagos","protect",0.6590574383735657
"Terapagos","calmmind",0.5994860529899597
"Terapagos","earthpower",0.5246310830116272
"Terrakion","rockslide",0.93940269947052
"Terrakion","protect",0.7663090825080872
"Terrakion","closecombat",0.5358074903488159
"Terrakion","sacredsword",0.4633226990699768
"Thundurus","thunderwave",0.6429495215415955
"Thundurus","eerieimpulse",0.6134236454963684
"Thundurus","wildboltstorm",0.5049463510513306
"Thundurus","taunt",0.46252188086509705
"Thundurus-Therian","wildboltstorm",0.6340119242668152
"Thundurus-Therian","voltswitch",0.5005061030387878
"Thundurus-Therian","terablast",0.3454054594039917
"Thundurus-Therian","sludgebomb",0.333708256483078
"Ting-Lu","ruination",0.6483681797981262
"Ting-Lu","protect",0.5691856741905212
"Ting-Lu","stompingtantrum",0.49112799763679504
"Ting-Lu","sandtomb",0.43772178888320923
"Tinkaton","gigatonhammer",0.9766221642494202
"Tinkaton","fakeout",0.9443821907043457
"Tinkaton","feint",0.5174697041511536
"Tinkaton","playrough",0.44820210337638855
"Toedscruel","spore",0.9549196362495422
"Toedscruel","earthpower",0.7022082805633545
"Toedscruel","ragepowder",0.672808051109314
"Toedscruel","acidspray",0.34796813130378723
"Torkoal","eruption",0.906155526638031
"Torkoal","protect",0.5774978995323181
"Torkoal","earthpower",0.4609236419200897
"Torkoal","heatwave",0.436308890581131
"Tornadus","tailwind",0.992763876914978
"Tornadus","bleakwindstorm",0.9336062669754028
"Tornadus","raindance",0.5600990056991577
"Tornadus","taunt",0.5194022059440613
"Tornadus-Therian","tailwind",0.8065380454063416
"Tornadus-Therian","bleakwindstorm",0.7995712757110596
"Tornadus-Therian","taunt",0.5203644037246704
"Tornadus-Therian","uturn",0.513933539390564
"Torracat","fakeout",0.9885255098342896
"Torracat","partingshot",0.8967297673225403
"Torracat","willowisp",0.5037292242050171
"Torracat","flareblitz",0.3763625919818878
"Torterra","wideguard",0.6748894453048706
"Torterra","headlongrush",0.43076565861701965
"Torterra","woodhammer",0.4240167438983917
"Torterra","protect",0.3160344362258911
"Toucannon","rockblast",0.8587360382080078
"Toucannon","bulletseed",0.8475836515426636
"Toucannon","beakblast",0.6617100238800049
"Toucannon","protect",0.30297398567199707
"Toxapex","banefulbunker",0.7142511010169983
"Toxapex","wideguard",0.6354280114173889
"Toxapex","toxic",0.5718610286712646
"Toxapex","recover",0.4333454370498657
"Toxicroak","fakeout",0.8469864726066589
"Toxicroak","closecombat",0.5311192870140076
"Toxicroak","suckerpunch",0.5124230980873108
"Toxicroak","gunkshot",0.43985238671302795
"Toxtricity","overdrive",0.8225806355476379
"Toxtricity","boomburst",0.7799538969993591
"Toxtricity","protect",0.4210829436779022
"Toxtricity","sludgebomb",0.3695276379585266
"Trapinch","protect",0.8999018669128418
"Trapinch","feint",0.6476938128471375
"Trapinch","earthquake",0.6329734921455383
"Trapinch","fissure",0.45338568091392517
"Trevenant","trickroom",0.5313751697540283
"Trevenant","hornleech",0.44526034593582153
"Trevenant","willowisp",0.3077436685562134
"Trevenant","allyswitch",0.28037384152412415
"Tropius","wideguard",0.878125011920929
"Tropius","leechseed",0.6331250071525574
"Tropius","tailwind",0.3812499940395355
"Tropius","hurricane",0.35874998569488525
"Tsareena","tripleaxel",0.9308262467384338
"Tsareena","powerwhip",0.8522335290908813
"Tsareena","protect",0.6223071813583374
"Tsareena","taunt",0.536113977432251
"Typhlosion","eruption",0.9391003251075745
"Typhlosion","scorchingsands",0.4961937665939331
"Typhlosion","heatwave",0.35086506605148315
"Typhlosion","terablast",0.34186851978302
"Typhlosion-Hisui","eruption",0.971316397190094
"Typhlosion-Hisui","shadowball",0.8376732468605042
"Typhlosion-Hisui","heatwave",0.5842480659484863
"Typhlosion-Hisui","overheat",0.2546270191669464
"Tyranitar","rockslide",0.8721697330474854
"Tyranitar","knockoff",0.7698357105255127
"Tyranitar","protect",0.41659796237945557
"Tyranitar","terablast",0.36801546812057495
"Umbreon","foulplay",0.9474899172782898
"Umbreon","taunt",0.7845366597175598
"Umbreon","yawn",0.7555700540542603
"Umbreon","moonlight",0.7090493440628052
"Ursaluna","facade",0.9700251817703247
"Ursaluna","protect",0.9332927465438843
"Ursaluna","headlongrush",0.7963132262229919
"Ursaluna","earthquake",0.570684015750885
"Ursaluna-Bloodmoon","bloodmoon",0.9854439496994019
"Ursaluna-Bloodmoon","earthpower",0.9482470154762268
"Ursaluna-Bloodmoon","hypervoice",0.9324068427085876
"Ursaluna-Bloodmoon","protect",0.7955816388130188
"Urshifu","wickedblow",0.99654221534729
"Urshifu","closecombat",0.9582387208938599
"Urshifu","suckerpunch",0.8532123565673828
"Urshifu","detect",0.44386744499206543
"Urshifu-Rapid-Strike","surgingstrikes",0.9992795586585999
"Urshifu-Rapid-Strike","closecombat",0.9428155422210693
"Urshifu-Rapid-Strike","aquajet",0.6975247263908386
"Urshifu-Rapid-Strike","detect",0.47344690561294556
"Uxie","trickroom",0.6596958041191101
"Uxie","mysticalpower",0.5028517246246338
"Uxie","protect",0.4429657757282257
"Uxie","drainingkiss",0.33269962668418884
"Vaporeon","scald",0.4703504145145416
"Vaporeon","icebeam",0.39824798703193665
"Vaporeon","protect",0.3706199526786804
"Vaporeon","muddywater",0.32277628779411316
"Venomoth","ragepowder",0.6470588445663452
"Venomoth","sleeppowder",0.6230936646461487
"Venomoth","strugglebug",0.4793028235435486
"Venomoth","skillswap",0.47058823704719543
"Venonat","ragepowder",0.9483568072319031
"Venonat","skillswap",0.6690140962600708
"Venonat","toxic",0.6502347588539124
"Venonat","protect",0.5328638553619385
"Venusaur","sludgebomb",0.8295068740844727
"Venusaur","sleeppowder",0.7371676564216614
"Venusaur","protect",0.6276513338088989
"Venusaur","weatherball",0.26478201150894165
"Victreebel","sleeppowder",0.6150341629981995
"Victreebel","poisonjab",0.2961275577545166
"Victreebel","strengthsap",0.2596811056137085
"Victreebel","sweetscent",0.2164009064435959
"Vikavolt","bugbuzz",0.8956437110900879
"Vikavolt","thunderbolt",0.6345903873443604
"Vikavolt","protect",0.4726918041706085
"Vikavolt","discharge",0.39109233021736145
"Vileplume","sleeppowder",0.5583596229553223
"Vileplume","strengthsap",0.5299684405326843
"Vileplume","sludgebomb",0.5047318339347839
"Vileplume","gigadrain",0.40220820903778076
"Virizion","sacredsword",0.7205387353897095
"Virizion","leafblade",0.5050504803657532
"Virizion","protect",0.31313130259513855
"Virizion","coaching",0.26599326729774475
"Vivillon","sleeppowder",0.8406332731246948
"Vivillon","ragepowder",0.6300791501998901
"Vivillon","pollenpuff",0.5949867963790894
"Vivillon","tailwind",0.545382559299469
"Volbeat","tailwind",0.7686262130737305
"Volbeat","tailglow",0.47783714532852173
"Volbeat","batonpass",0.46651995182037354
"Volbeat","encore",0.4640050232410431
"Volcarona","ragepowder",0.7615377902984619
"Volcarona","willowisp",0.570965588092804
"Volcarona","protect",0.48479706048965454
"Volcarona","heatwave",0.4640721082687378
"Walking Wake","hydrosteam",0.9865027666091919
"Walking Wake","dracometeor",0.7265686392784119
"Walking Wake","flamethrower",0.6584076285362244
"Walking Wake","protect",0.6567044258117676
"Wartortle","yawn",0.8506374955177307
"Wartortle","icywind",0.7431694269180298
"Wartortle","lifedew",0.7231329679489136
"Wartortle","fakeout",0.6775956153869629
"Weavile","fakeout",0.83984375
"Weavile","knockoff",0.7158203125
"Weavile","icespinner",0.375
"Weavile","tripleaxel",0.2923177182674408
"Weezing","protect",0.9598139524459839
"Weezing","willowisp",0.8130213022232056
"Weezing","taunt",0.7333568930625916
"Weezing","sludgebomb",0.705555260181427
"Weezing-Galar","protect",0.7912888526916504
"Weezing-Galar","toxicspikes",0.4766598045825958
"Weezing-Galar","dazzlinggleam",0.4581015408039093
"Weezing-Galar","strangesteam",0.42983341217041016
"Whimsicott","tailwind",0.9861524701118469
"Whimsicott","moonblast",0.8746104836463928
"Whimsicott","encore",0.785895586013794
"Whimsicott","lightscreen",0.3785117268562317
"Wigglytuff","protect",0.5852205157279968
"Wigglytuff","hypervoice",0.47318235039711
"Wigglytuff","dazzlinggleam",0.3885578215122223
"Wigglytuff","encore",0.25506556034088135
"Wiglett","",2.5627119541168213
"Wiglett","takedown",0.8542372584342957
"Wiglett","aquajet",0.1152542382478714
"Wiglett","liquidation",0.07457627356052399
"Wo-Chien","pollenpuff",0.8168601989746094
"Wo-Chien","protect",0.8047212362289429
"Wo-Chien","leechseed",0.7769887447357178
"Wo-Chien","ruination",0.5697630047798157
"Wugtrio","tripledive",0.9012345671653748
"Wugtrio","protect",0.770370364189148
"Wugtrio","terablast",0.5234568119049072
"Wugtrio","sandstorm",0.32098764181137085
"Wyrdeer","trickroom",0.6664963960647583
"Wyrdeer","skillswap",0.443309485912323
"Wyrdeer","protect",0.4065372943878174
"Wyrdeer","expandingforce",0.2890704870223999
"Yanma","tailwind",0.9479553699493408
"Yanma","hypnosis",0.9144981503486633
"Yanma","protect",0.565055787563324
"Yanma","screech",0.40148699283599854
"Yanmega","tailwind",0.8989899158477783
"Yanmega","airslash",0.6951331496238708
"Yanmega","hypnosis",0.5821855068206787
"Yanmega","protect",0.5805785059928894
"Zacian","playrough",0.9559014439582825
"Zacian","sacredsword",0.7185473442077637
"Zacian","protect",0.7133592963218689
"Zacian","ironhead",0.4889753460884094
"Zacian-Crowned","ironhead",0.9784743785858154
"Zacian-Crowned","protect",0.9279728531837463
"Zacian-Crowned","playrough",0.8386099934577942
"Zacian-Crowned","sacredsword",0.4776363670825958
"Zamazenta","bodypress",0.9225512742996216
"Zamazenta","protect",0.6150341629981995
"Zamazenta","wideguard",0.5725132822990417
"Zamazenta","irondefense",0.42293089628219604
"Zamazenta-Crowned","bodypress",0.9969863295555115
"Zamazenta-Crowned","protect",0.8046143651008606
"Zamazenta-Crowned","wideguard",0.758875846862793
"Zamazenta-Crowned","heavyslam",0.7023619413375854
"Zangoose","facade",0.7018469572067261
"Zangoose","protect",0.6781002879142761
"Zangoose","knockoff",0.33245381712913513
"Zangoose","bellydrum",0.3087071180343628
"Zapdos","hurricane",0.6421253085136414
"Zapdos","tailwind",0.49663349986076355
"Zapdos","voltswitch",0.3896369934082031
"Zapdos","thunderbolt",0.36797425150871277
"Zapdos-Galar","bravebird",0.7713324427604675
"Zapdos-Galar","thunderouskick",0.5237850546836853
"Zapdos-Galar","closecombat",0.5142025947570801
"Zapdos-Galar","tailwind",0.3637348711490631
"Zebstrika","voltswitch",0.5261261463165283
"Zebstrika","supercellslam",0.36036035418510437
"Zebstrika","highhorsepower",0.3333333432674408
"Zebstrika","protect",0.31351351737976074
"Zekrom","protect",0.8145594000816345
"Zekrom","dragondance",0.6247764825820923
"Zekrom","fusionbolt",0.6178799271583557
"Zekrom","dragonclaw",0.6089399456977844
"Zoroark","darkpulse",0.6672897338867188
"Zoroark","focusblast",0.29719626903533936
"Zoroark","sludgebomb",0.25233644247055054
"Zoroark","shadowball",0.25046730041503906
"Zoroark-Hisui","hypervoice",0.6609552502632141
"Zoroark-Hisui","shadowball",0.5135289430618286
"Zoroark-Hisui","bittermalice",0.4036553204059601
"Zoroark-Hisui","protect",0.31041622161865234
