"mon","move","usage"
"Abomasnow","blizzard",0.8045843839645386
"Abomasnow","auroraveil",0.6928768157958984
"Abomasnow","protect",0.5126940608024597
"Abomasnow","gigadrain",0.282460480928421
"Alcremie","decorate",0.9669874310493469
"Alcremie","dazzlinggleam",0.5067667961120605
"Alcremie","protect",0.44175857305526733
"Alcremie","helpinghand",0.3891105353832245
"Alomomola","flipturn",0.5899731516838074
"Alomomola","wideguard",0.5505819320678711
"Alomomola","wish",0.3419874608516693
"Alomomola","helpinghand",0.33213967084884644
"Altaria","tailwind",0.6509895920753479
"Altaria","roost",0.5116598010063171
"Altaria","hurricane",0.4601214826107025
"Altaria","sing",0.4305310547351837
"Ambipom","fakeout",0.7823361754417419
"Ambipom","protect",0.4085470139980316
"Ambipom","uturn",0.307407408952713
"Ambipom","",0.2569800615310669
"Amoonguss","spore",0.9911453723907471
"Amoonguss","ragepowder",0.9770302176475525
"Amoonguss","pollenpuff",0.7134712934494019
"Amoonguss","protect",0.7005884051322937
"Ampharos","dazzlinggleam",0.4025973975658417
"Ampharos","thunderbolt",0.38311687111854553
"Ampharos","protect",0.34675323963165283
"Ampharos","voltswitch",0.2792207896709442
"Annihilape","ragefist",0.6724257469177246
"Annihilape","closecombat",0.6612251400947571
"Annihilape","finalgambit",0.5387257933616638
"Annihilape","coaching",0.3939407169818878
"Appletun","appleacid",0.6115515232086182
"Appletun","leechseed",0.4858437180519104
"Appletun","protect",0.4416761100292206
"Appletun","recover",0.3374858498573303
"Araquanid","liquidation",0.9077664613723755
"Araquanid","wideguard",0.8996849060058594
"Araquanid","protect",0.6031510829925537
"Araquanid","leechlife",0.5069137811660767
"Arbok","poisonjab",0.31910112500190735
"Arbok","protect",0.28539326786994934
"Arbok","gunkshot",0.26741573214530945
"Arbok","knockoff",0.2606741487979889
"Arboliva","pollenpuff",0.5552836656570435
"Arboliva","gigadrain",0.4567297101020813
"Arboliva","protect",0.44004449248313904
"Arboliva","earthpower",0.33392658829689026
"Arcanine","flareblitz",0.7002398371696472
"Arcanine","extremespeed",0.6184386014938354
"Arcanine","willowisp",0.5530242323875427
"Arcanine","protect",0.516253650188446
"Arcanine-Hisui","flareblitz",0.9211920499801636
"Arcanine-Hisui","extremespeed",0.7305237650871277
"Arcanine-Hisui","rockslide",0.6632751226425171
"Arcanine-Hisui","headsmash",0.516255259513855
"Archaludon","electroshot",0.9241668581962585
"Archaludon","flashcannon",0.7352889180183411
"Archaludon","bodypress",0.6937767267227173
"Archaludon","dracometeor",0.5334383845329285
"Ariados","protect",0.5010799169540405
"Ariados","ragepowder",0.4989200830459595
"Ariados","leechlife",0.35853132605552673
"Ariados","crosspoison",0.29157668352127075
"Armarouge","expandingforce",0.7223933935165405
"Armarouge","armorcannon",0.633938729763031
"Armarouge","wideguard",0.49148693680763245
"Armarouge","trickroom",0.3503324091434479
"Articuno","blizzard",0.8954952359199524
"Articuno","freezedry",0.7351706624031067
"Articuno","sheercold",0.45229434967041016
"Articuno","icebeam",0.33841633796691895
"Articuno-Galar","freezingglare",0.6532960534095764
"Articuno-Galar","protect",0.4795331358909607
"Articuno-Galar","trickroom",0.47871115803718567
"Articuno-Galar","tailwind",0.40621402859687805
"Avalugg","bodypress",0.8672665953636169
"Avalugg","wideguard",0.7064117193222046
"Avalugg","icespinner",0.3132733404636383
"Avalugg","protect",0.30427446961402893
"Avalugg-Hisui","rockblast",0.49751242995262146
"Avalugg-Hisui","iciclespear",0.4919845163822174
"Avalugg-Hisui","highhorsepower",0.4615809917449951
"Avalugg-Hisui","bodypress",0.33056938648223877
"Azelf","explosion",0.652694582939148
"Azelf","uturn",0.265776127576828
"Azelf","zenheadbutt",0.2445877492427826
"Azelf","protect",0.2427452802658081
"Azumarill","aquajet",0.6580377221107483
"Azumarill","playrough",0.6426973342895508
"Azumarill","bellydrum",0.4841802418231964
"Azumarill","protect",0.46852028369903564
"Banette","trickroom",0.5714285969734192
"Banette","destinybond",0.5081967115402222
"Banette","poltergeist",0.48009368777275085
"Banette","suckerpunch",0.4262295067310333
"Barraskewda","liquidation",0.7506011724472046
"Barraskewda","closecombat",0.6447955965995789
"Barraskewda","flipturn",0.4833390712738037
"Barraskewda","psychicfangs",0.32531777024269104
"Basculegion","lastrespects",0.9432327747344971
"Basculegion","wavecrash",0.8405172228813171
"Basculegion","aquajet",0.6903017163276672
"Basculegion","flipturn",0.43681034445762634
"Basculegion-F","shadowball",0.6046082973480225
"Basculegion-F","icebeam",0.4119815528392792
"Basculegion-F","lastrespects",0.3815668225288391
"Basculegion-F","flipturn",0.33640551567077637
"Bastiodon","bodypress",0.9301573634147644
"Bastiodon","wideguard",0.9043001532554626
"Bastiodon","irondefense",0.7828836441040039
"Bastiodon","foulplay",0.6951939463615417
"Baxcalibur","protect",0.7925194501876831
"Baxcalibur","iciclespear",0.5695481300354004
"Baxcalibur","glaiverush",0.54017174243927
"Baxcalibur","iceshard",0.4342242479324341
"Bayleef","leechseed",0.8846153616905212
"Bayleef","protect",0.7762237787246704
"Bayleef","substitute",0.6433566212654114
"Bayleef","gigadrain",0.6433566212654114
"Beartic","protect",0.5543735027313232
"Beartic","iciclecrash",0.5189125537872314
"Beartic","closecombat",0.45330968499183655
"Beartic","aquajet",0.3534278869628906
"Bellibolt","paraboliccharge",0.6101776361465454
"Bellibolt","protect",0.38310128450393677
"Bellibolt","muddywater",0.30628901720046997
"Bellibolt","thunderbolt",0.3014882504940033
"Bellossom","quiverdance",0.48455286026000977
"Bellossom","strengthsap",0.31382113695144653
"Bellossom","sleeppowder",0.286178857088089
"Bellossom","gigadrain",0.27967479825019836
"Bisharp","ironhead",0.8809980750083923
"Bisharp","suckerpunch",0.8317338228225708
"Bisharp","swordsdance",0.45361483097076416
"Bisharp","protect",0.4510556757450104
"Blastoise","fakeout",0.6384228467941284
"Blastoise","yawn",0.3347315490245819
"Blastoise","flipturn",0.2526845633983612
"Blastoise","waterspout",0.2508389353752136
"Blaziken","protect",0.6949048638343811
"Blaziken","closecombat",0.6558625102043152
"Blaziken","flareblitz",0.5503990054130554
"Blaziken","coaching",0.22160835564136505
"Blissey","softboiled",0.43168389797210693
"Blissey","healpulse",0.39438700675964355
"Blissey","thunderwave",0.31720826029777527
"Blissey","helpinghand",0.22673559188842773
"Bombirdier","rockslide",0.7755960822105408
"Bombirdier","bravebird",0.4880785346031189
"Bombirdier","tailwind",0.48106592893600464
"Bombirdier","knockoff",0.36044880747795105
"Brambleghast","poltergeist",0.711294412612915
"Brambleghast","shadowsneak",0.5939086079597473
"Brambleghast","protect",0.5019035339355469
"Brambleghast","powerwhip",0.494923859834671
"Braviary","bravebird",0.6208791136741638
"Braviary","protect",0.553113579750061
"Braviary","tailwind",0.4853479862213135
"Braviary","closecombat",0.44688645005226135
"Braviary-Hisui","protect",0.5069009065628052
"Braviary-Hisui","heatwave",0.4767879545688629
"Braviary-Hisui","hurricane",0.4278544485569
"Braviary-Hisui","psychic",0.40087828040122986
"Breloom","spore",0.8283569812774658
"Breloom","bulletseed",0.6537114381790161
"Breloom","machpunch",0.6131776571273804
"Breloom","protect",0.3961634635925293
"Bronzong","trickroom",0.8503044843673706
"Bronzong","bodypress",0.48342353105545044
"Bronzong","gyroball",0.4118741452693939
"Bronzong","irondefense",0.35292625427246094
"Brute Bonnet","spore",0.9502670168876648
"Brute Bonnet","ragepowder",0.7631127238273621
"Brute Bonnet","suckerpunch",0.6140568256378174
"Brute Bonnet","seedbomb",0.48145145177841187
"Bruxish","psychicfangs",0.8931557536125183
"Bruxish","superfang",0.6409239172935486
"Bruxish","aquajet",0.5707808136940002
"Bruxish","taunt",0.45075809955596924
"Cacturne","spikyshield",0.5585892796516418
"Cacturne","suckerpunch",0.42548349499702454
"Cacturne","seedbomb",0.3139931857585907
"Cacturne","swordsdance",0.23094426095485687
"Calyrex-Ice","glaciallance",0.9987276196479797
"Calyrex-Ice","highhorsepower",0.8462249636650085
"Calyrex-Ice","protect",0.8434969782829285
"Calyrex-Ice","trickroom",0.8120360970497131
"Calyrex-Shadow","astralbarrage",0.998889148235321
"Calyrex-Shadow","protect",0.8376226425170898
"Calyrex-Shadow","nastyplot",0.4062410295009613
"Calyrex-Shadow","drainingkiss",0.2816861867904663
"Camerupt","eruption",0.8076131939888
"Camerupt","earthpower",0.7520576119422913
"Camerupt","heatwave",0.45267489552497864
"Camerupt","protect",0.42901235818862915
"Carbink","trickroom",0.7883720993995667
"Carbink","bodypress",0.5313953757286072
"Carbink","reflect",0.38197675347328186
"Carbink","stealthrock",0.3581395447254181
"Ceruledge","bitterblade",0.9843636751174927
"Ceruledge","shadowsneak",0.5840251445770264
"Ceruledge","protect",0.4980252981185913
"Ceruledge","bulkup",0.2742806375026703
"Cetitan","icespinner",0.534235954284668
"Cetitan","bellydrum",0.4649903178215027
"Cetitan","protect",0.44680851697921753
"Cetitan","iceshard",0.4069632589817047
"Chandelure","shadowball",0.8789674043655396
"Chandelure","heatwave",0.7493652105331421
"Chandelure","trickroom",0.6079136729240417
"Chandelure","protect",0.521794319152832
"Chansey","softboiled",0.4995563328266144
"Chansey","seismictoss",0.40638864040374756
"Chansey","helpinghand",0.39219164848327637
"Chansey","healpulse",0.3283052444458008
"Charizard","heatwave",0.8519425988197327
"Charizard","airslash",0.5237123370170593
"Charizard","solarbeam",0.3977002203464508
"Charizard","dragonpulse",0.3185003697872162
"Charjabug","protect",0.5753012299537659
"Charjabug","lunge",0.5538821816444397
"Charjabug","thunderwave",0.4123159348964691
"Charjabug","electroweb",0.3734939694404602
"Chesnaught","wideguard",0.7417042851448059
"Chesnaught","bodypress",0.6283514499664307
"Chesnaught","irondefense",0.3973984718322754
"Chesnaught","spikyshield",0.35731351375579834
"Chi-Yu","heatwave",0.9552186131477356
"Chi-Yu","darkpulse",0.8711238503456116
"Chi-Yu","overheat",0.6943764090538025
"Chi-Yu","snarl",0.6616215109825134
"Chien-Pao","protect",0.9024162292480469
"Chien-Pao","suckerpunch",0.8531643152236938
"Chien-Pao","icespinner",0.5590860247612
"Chien-Pao","sacredsword",0.5081886053085327
"Chimecho","trickroom",0.49201276898384094
"Chimecho","cosmicpower",0.3801916837692261
"Chimecho","recover",0.3290734887123108
"Chimecho","storedpower",0.24600638449192047
"Cinccino","tailslap",0.7246752977371216
"Cinccino","bulletseed",0.6103895902633667
"Cinccino","rockblast",0.5549783706665039
"Cinccino","tripleaxel",0.5151515007019043
"Cinderace","pyroball",0.830051839351654
"Cinderace","highjumpkick",0.4131260812282562
"Cinderace","uturn",0.33402419090270996
"Cinderace","gunkshot",0.3029361069202423
"Clawitzer","waterpulse",0.8374301791191101
"Clawitzer","dragonpulse",0.6988826990127563
"Clawitzer","darkpulse",0.6921787858009338
"Clawitzer","aurasphere",0.5145251154899597
"Clefable","followme",0.8603638410568237
"Clefable","moonblast",0.5958237051963806
"Clefable","protect",0.3943120539188385
"Clefable","helpinghand",0.2676146626472473
"Clefairy","followme",0.9888700246810913
"Clefairy","helpinghand",0.7691590785980225
"Clefairy","protect",0.7075381278991699
"Clefairy","afteryou",0.47378087043762207
"Cleffa","endeavor",0.9727891087532043
"Cleffa","helpinghand",0.9591836929321289
"Cleffa","healpulse",0.9251700639724731
"Cleffa","endure",0.8979591727256775
"Clodsire","recover",0.5297262072563171
"Clodsire","toxic",0.47545763850212097
"Clodsire","protect",0.3466709852218628
"Clodsire","highhorsepower",0.2928883731365204
"Cloyster","iciclespear",0.9079919457435608
"Cloyster","shellsmash",0.6527870893478394
"Cloyster","rockblast",0.6051040887832642
"Cloyster","protect",0.32572194933891296
"Coalossal","protect",0.8003705143928528
"Coalossal","heatwave",0.5970356464385986
"Coalossal","powergem",0.5715609192848206
"Coalossal","earthpower",0.2603057026863098
"Cobalion","bodypress",0.8319553136825562
"Cobalion","protect",0.7881564497947693
"Cobalion","irondefense",0.6270391345024109
"Cobalion","heavyslam",0.4138547480106354
"Comfey","floralhealing",0.9550229907035828
"Comfey","drainingkiss",0.9272496700286865
"Comfey","protect",0.4842088520526886
"Comfey","trickroom",0.45351532101631165
"Conkeldurr","drainpunch",0.6401045322418213
"Conkeldurr","knockoff",0.4983670711517334
"Conkeldurr","wideguard",0.41998693346977234
"Conkeldurr","machpunch",0.3453080654144287
"Copperajah","heavyslam",0.5714285969734192
"Copperajah","heatcrash",0.4099999964237213
"Copperajah","ironhead",0.39571428298950195
"Copperajah","protect",0.37857142090797424
"Corviknight","bravebird",0.6124410629272461
"Corviknight","bodypress",0.6073574423789978
"Corviknight","roost",0.5904427170753479
"Corviknight","tailwind",0.5256493091583252
"Cosmoem","",1.3674911260604858
"Cosmoem","teleport",0.9505300521850586
"Cosmoem","cosmicpower",0.9010600447654724
"Cosmoem","splash",0.7809187173843384
"Crabominable","icehammer",0.8258839249610901
"Crabominable","wideguard",0.7851901054382324
"Crabominable","closecombat",0.6477651596069336
"Crabominable","drainpunch",0.4536357522010803
"Cramorant","surf",0.8003838658332825
"Cramorant","protect",0.4145873188972473
"Cramorant","tailwind",0.3128598928451538
"Cramorant","icywind",0.29558542370796204
"Crawdaunt","crabhammer",0.8211743831634521
"Crawdaunt","aquajet",0.7962633371353149
"Crawdaunt","knockoff",0.7437722682952881
"Crawdaunt","closecombat",0.32829180359840393
"Cresselia","lunarblessing",0.8623166084289551
"Cresselia","trickroom",0.7482107281684875
"Cresselia","moonblast",0.37970152497291565
"Cresselia","helpinghand",0.3511243164539337
"Cryogonal","freezedry",0.5569620132446289
"Cryogonal","",0.5139240622520447
"Cryogonal","icywind",0.44556963443756104
"Cryogonal","protect",0.35696202516555786
"Cyclizar","shedtail",0.9601604342460632
"Cyclizar","knockoff",0.42433154582977295
"Cyclizar","breakingswipe",0.3494652509689331
"Cyclizar","protect",0.303475946187973
"Dachsbun","bodypress",0.8557620644569397
"Dachsbun","protect",0.6862453818321228
"Dachsbun","playrough",0.4743494391441345
"Dachsbun","yawn",0.37026020884513855
"Decidueye","spiritshackle",0.6051912307739258
"Decidueye","protect",0.43579235672950745
"Decidueye","leafblade",0.33196720480918884
"Decidueye","shadowsneak",0.312841534614563
"Decidueye-Hisui","triplearrows",0.9360079765319824
"Decidueye-Hisui","leafblade",0.6110742688179016
"Decidueye-Hisui","protect",0.4263925850391388
"Decidueye-Hisui","suckerpunch",0.2997347414493561
"Dedenne","nuzzle",0.663847804069519
"Dedenne","dazzlinggleam",0.53699791431427
"Dedenne","protect",0.45665961503982544
"Dedenne","voltswitch",0.3890063464641571
"Delphox","protect",0.5858209133148193
"Delphox","expandingforce",0.55534827709198
"Delphox","heatwave",0.4670397937297821
"Delphox","dazzlinggleam",0.25062188506126404
"Dewgong","fakeout",0.8533190488815308
"Dewgong","perishsong",0.5503212213516235
"Dewgong","aquajet",0.5256959199905396
"Dewgong","horndrill",0.5042826533317566
"Dialga","flashcannon",0.7250652313232422
"Dialga","protect",0.4800321161746979
"Dialga","dracometeor",0.4511338472366333
"Dialga","earthpower",0.3614288568496704
"Dialga-Origin","flashcannon",0.8882481455802917
"Dialga-Origin","protect",0.6860538721084595
"Dialga-Origin","trickroom",0.6506083607673645
"Dialga-Origin","dragonpulse",0.5188128352165222
"Diglett","",1.3729373216629028
"Diglett","protect",0.44884487986564636
"Diglett","agility",0.44884487986564636
"Diglett","suckerpunch",0.3531353175640106
"Dipplin","pollenpuff",0.8652607202529907
"Dipplin","protect",0.660222589969635
"Dipplin","recover",0.5957821011543274
"Dipplin","dracometeor",0.4645577073097229
"Ditto","",3
"Ditto","transform",1
"Dodrio","drillpeck",0.450549453496933
"Dodrio","tailwind",0.43406593799591064
"Dodrio","knockoff",0.28021979331970215
"Dodrio","endeavor",0.2637362778186798
"Dondozo","protect",0.9072272777557373
"Dondozo","wavecrash",0.7189118266105652
"Dondozo","orderup",0.6493909358978271
"Dondozo","earthquake",0.4072633683681488
"Donphan","earthquake",0.6188197731971741
"Donphan","iceshard",0.5741626620292664
"Donphan","protect",0.3684210479259491
"Donphan","knockoff",0.2870813310146332
"Dragalge","sludgebomb",0.7708333134651184
"Dragalge","dracometeor",0.6780303120613098
"Dragalge","sludgewave",0.3390151560306549
"Dragalge","protect",0.3323863744735718
"Dragapult","dragondarts",0.8035913705825806
"Dragapult","phantomforce",0.5667556524276733
"Dragapult","uturn",0.47920408844947815
"Dragapult","suckerpunch",0.34365445375442505
"Dragonite","extremespeed",0.9433436393737793
"Dragonite","outrage",0.4439736604690552
"Dragonite","aerialace",0.37824469804763794
"Dragonite","stompingtantrum",0.2485194057226181
"Drednaw","liquidation",0.5504710674285889
"Drednaw","crunch",0.411843866109848
"Drednaw","rockslide",0.40107670426368713
"Drednaw","shellsmash",0.3997308313846588
"Drifblim","tailwind",0.567215621471405
"Drifblim","shadowball",0.3238222897052765
"Drifblim","minimize",0.2290310263633728
"Drifblim","strengthsap",0.21256223320960999
"Dudunsparce","hyperdrill",0.41990211606025696
"Dudunsparce","batonpass",0.33964112401008606
"Dudunsparce","rockslide",0.3370310068130493
"Dudunsparce","protect",0.2897226810455322
"Dugtrio","protect",0.6522016525268555
"Dugtrio","earthquake",0.5201020836830139
"Dugtrio","suckerpunch",0.49329930543899536
"Dugtrio","endeavor",0.38098275661468506
"Dugtrio-Alola","ironhead",0.6517571806907654
"Dugtrio-Alola","earthquake",0.5878594517707825
"Dugtrio-Alola","protect",0.4728434383869171
"Dugtrio-Alola","suckerpunch",0.30990415811538696
"Duraludon","bodypress",0.5455408096313477
"Duraludon","flashcannon",0.49430739879608154
"Duraludon","protect",0.4402277171611786
"Duraludon","irondefense",0.4364326298236847
"Dusclops","trickroom",0.8069325685501099
"Dusclops","willowisp",0.6399810314178467
"Dusclops","painsplit",0.4821462631225586
"Dusclops","nightshade",0.34976258873939514
"Dusknoir","trickroom",0.7217453718185425
"Dusknoir","willowisp",0.5622317790985107
"Dusknoir","poltergeist",0.3648068606853485
"Dusknoir","phantomforce",0.33690986037254333
"Eelektross","discharge",0.25546059012413025
"Eelektross","voltswitch",0.25261157751083374
"Eelektross","knockoff",0.23266856372356415
"Eelektross","gigadrain",0.21937322616577148
"Eiscue","bellydrum",0.7720465660095215
"Eiscue","protect",0.5923460721969604
"Eiscue","liquidation",0.5191347599029541
"Eiscue","icespinner",0.5008319616317749
"Electabuzz","followme",0.9972259402275085
"Electabuzz","electroweb",0.5651105642318726
"Electabuzz","taunt",0.5485455989837646
"Electabuzz","feint",0.45486247539520264
"Electivire","followme",0.5842885971069336
"Electivire","protect",0.41200268268585205
"Electivire","supercellslam",0.34962913393974304
"Electivire","knockoff",0.3095077574253082
"Electrode","electroweb",0.48941177129745483
"Electrode","taunt",0.47999998927116394
"Electrode","voltswitch",0.46352940797805786
"Electrode","thunderwave",0.44235295057296753
"Electrode-Hisui","electroweb",0.4836711585521698
"Electrode-Hisui","chloroblast",0.4819819927215576
"Electrode-Hisui","voltswitch",0.4819819927215576
"Electrode-Hisui","protect",0.2759009003639221
"Emboar","flareblitz",0.948369562625885
"Emboar","closecombat",0.489130437374115
"Emboar","wildcharge",0.43614131212234497
"Emboar","headsmash",0.41304346919059753
"Empoleon","flashcannon",0.8069256544113159
"Empoleon","icebeam",0.4354729652404785
"Empoleon","waterpledge",0.414527028799057
"Empoleon","protect",0.408108115196228
"Enamorus","protect",0.48873087763786316
"Enamorus","superpower",0.4400385618209839
"Enamorus","earthpower",0.43039652705192566
"Enamorus","springtidestorm",0.39881885051727295
"Enamorus-Therian","earthpower",0.7178999185562134
"Enamorus-Therian","moonblast",0.5983431935310364
"Enamorus-Therian","protect",0.515616238117218
"Enamorus-Therian","dazzlinggleam",0.4575170576572418
"Entei","extremespeed",0.9842532873153687
"Entei","sacredfire",0.9686269760131836
"Entei","stompingtantrum",0.6767471432685852
"Entei","stoneedge",0.5119966268539429
"Espathra","protect",0.8066666722297668
"Espathra","luminacrash",0.6654762029647827
"Espathra","dazzlinggleam",0.3759523928165436
"Espathra","calmmind",0.35857143998146057
"Espeon","expandingforce",0.43963444232940674
"Espeon","dazzlinggleam",0.4377104341983795
"Espeon","psychic",0.3011063039302826
"Espeon","shadowball",0.29100528359413147
"Eternatus","sludgebomb",0.7428191304206848
"Eternatus","dynamaxcannon",0.7309077978134155
"Eternatus","flamethrower",0.5169906616210938
"Eternatus","protect",0.4999188482761383
"Excadrill","ironhead",0.9026917219161987
"Excadrill","earthquake",0.6617862582206726
"Excadrill","protect",0.6004054546356201
"Excadrill","rockslide",0.46930959820747375
"Exeggutor","expandingforce",0.5512214303016663
"Exeggutor","protect",0.530535876750946
"Exeggutor","sleeppowder",0.41745468974113464
"Exeggutor","trickroom",0.2781717777252197
"Exeggutor-Alola","trickroom",0.6565272212028503
"Exeggutor-Alola","protect",0.536544144153595
"Exeggutor-Alola","gigadrain",0.46049851179122925
"Exeggutor-Alola","dragonpulse",0.35868188738822937
"Falinks","noretreat",0.8140960335731506
"Falinks","closecombat",0.6731358766555786
"Falinks","protect",0.570990800857544
"Falinks","ironhead",0.4392237067222595
"Farigiraf","trickroom",0.9386597871780396
"Farigiraf","helpinghand",0.6624922156333923
"Farigiraf","foulplay",0.47136959433555603
"Farigiraf","psychic",0.3837694823741913
"Feraligatr","liquidation",0.760986864566803
"Feraligatr","icepunch",0.6800308227539062
"Feraligatr","crunch",0.502698540687561
"Feraligatr","dragondance",0.45412489771842957
"Fezandipiti","icywind",0.6595428586006165
"Fezandipiti","dazzlinggleam",0.5915257334709167
"Fezandipiti","protect",0.48578330874443054
"Fezandipiti","tailwind",0.45140308141708374
"Flamigo","closecombat",0.8989864587783813
"Flamigo","wideguard",0.5448126792907715
"Flamigo","acrobatics",0.44186311960220337
"Flamigo","bravebird",0.3755836486816406
"Flapple","gravapple",0.9692058563232422
"Flapple","dragonrush",0.5380875468254089
"Flapple","suckerpunch",0.4635332226753235
"Flapple","uturn",0.4635332226753235
"Flareon","flareblitz",0.7252440452575684
"Flareon","protect",0.41004183888435364
"Flareon","facade",0.32775452733039856
"Flareon","terablast",0.2970711290836334
"Floatzel","icespinner",0.7574316263198853
"Floatzel","wavecrash",0.72651606798172
"Floatzel","aquajet",0.4411414861679077
"Floatzel","flipturn",0.3650416135787964
"Florges","pollenpuff",0.7092198729515076
"Florges","moonblast",0.5619723200798035
"Florges","protect",0.45018574595451355
"Florges","helpinghand",0.42384329438209534
"Flutter Mane","moonblast",0.8596769571304321
"Flutter Mane","shadowball",0.6896801590919495
"Flutter Mane","icywind",0.6579674482345581
"Flutter Mane","protect",0.6383905410766602
"Flygon","earthquake",0.43148934841156006
"Flygon","tailwind",0.4017021358013153
"Flygon","protect",0.29872339963912964
"Flygon","rockslide",0.23999999463558197
"Forretress","bodypress",0.7130101919174194
"Forretress","protect",0.5293367505073547
"Forretress","irondefense",0.48469388484954834
"Forretress","gyroball",0.3227040767669678
"Froslass","frostbreath",0.35842984914779663
"Froslass","destinybond",0.35456886887550354
"Froslass","blizzard",0.32625481486320496
"Froslass","willowisp",0.3243243098258972
"Frosmoth","wideguard",0.8431699872016907
"Frosmoth","icebeam",0.7230448126792908
"Frosmoth","bugbuzz",0.6141814589500427
"Frosmoth","protect",0.4283628761768341
"Furret","followme",0.8287373185157776
"Furret","endeavor",0.4063860774040222
"Furret","helpinghand",0.34107401967048645
"Furret","suckerpunch",0.2902757525444031
"Gallade","sacredsword",0.9481989741325378
"Gallade","psychocut",0.8686234951019287
"Gallade","wideguard",0.8500019907951355
"Gallade","trickroom",0.7443879246711731
"Galvantula","stickyweb",0.6086572408676147
"Galvantula","electroweb",0.6007066965103149
"Galvantula","voltswitch",0.4310953915119171
"Galvantula","thunder",0.3948763310909271
"Garchomp","earthquake",0.8020694851875305
"Garchomp","dragonclaw",0.6518891453742981
"Garchomp","protect",0.5977786183357239
"Garchomp","stompingtantrum",0.3108980357646942
"Gardevoir","dazzlinggleam",0.49473685026168823
"Gardevoir","moonblast",0.40646353363990784
"Gardevoir","trickroom",0.35826408863067627
"Gardevoir","protect",0.3527239263057709
"Garganacl","saltcure",0.9491409659385681
"Garganacl","recover",0.6866537928581238
"Garganacl","wideguard",0.6756172776222229
"Garganacl","protect",0.5139947533607483
"Gastrodon","earthpower",0.8421876430511475
"Gastrodon","protect",0.6464168429374695
"Gastrodon","yawn",0.44575074315071106
"Gastrodon","icebeam",0.38656607270240784
"Gengar","shadowball",0.7377328872680664
"Gengar","sludgebomb",0.5268098711967468
"Gengar","protect",0.35556820034980774
"Gengar","trickroom",0.25686246156692505
"Gholdengo","makeitrain",0.9944366812705994
"Gholdengo","shadowball",0.9311561584472656
"Gholdengo","protect",0.5612701773643494
"Gholdengo","nastyplot",0.5146795511245728
"Girafarig","endeavor",0.7387640476226807
"Girafarig","thunderwave",0.7191011309623718
"Girafarig","foulplay",0.601123571395874
"Girafarig","psychicnoise",0.48033708333969116
"Giratina","protect",0.6873012781143188
"Giratina","calmmind",0.5302098989486694
"Giratina","dragonpulse",0.42887428402900696
"Giratina","shadowball",0.3799024820327759
"Giratina-Origin","protect",0.8635440468788147
"Giratina-Origin","shadowsneak",0.6336343288421631
"Giratina-Origin","poltergeist",0.44695258140563965
"Giratina-Origin","dragonclaw",0.4113995432853699
"Glaceon","blizzard",0.8490971922874451
"Glaceon","freezedry",0.7833189964294434
"Glaceon","shadowball",0.4987102448940277
"Glaceon","terablast",0.2897678315639496
"Glastrier","iciclecrash",0.8730128407478333
"Glastrier","highhorsepower",0.6122255921363831
"Glastrier","protect",0.550719141960144
"Glastrier","closecombat",0.3514383137226105
"Glimmora","spikyshield",0.7190025448799133
"Glimmora","sludgebomb",0.5776580572128296
"Glimmora","mortalspin",0.5131884217262268
"Glimmora","powergem",0.430486798286438
"Gliscor","protect",0.6442445516586304
"Gliscor","earthquake",0.4054385721683502
"Gliscor","highhorsepower",0.3132283687591553
"Gliscor","swordsdance",0.2946227788925171
"Gloom","pollenpuff",0.7414634227752686
"Gloom","sleeppowder",0.6951219439506531
"Gloom","bulletseed",0.6731707453727722
"Gloom","strengthsap",0.6487804651260376
"Gogoat","hornleech",0.7823343873023987
"Gogoat","throatchop",0.3186119794845581
"Gogoat","rockslide",0.26498422026634216
"Gogoat","bulkup",0.25236591696739197
"Golduck","protect",0.34315982460975647
"Golduck","icywind",0.3228926658630371
"Golduck","skillswap",0.299401193857193
"Golduck","muddywater",0.21879318356513977
"Golem","rockslide",0.6913043260574341
"Golem","earthquake",0.5594202876091003
"Golem","explosion",0.5333333611488342
"Golem","wideguard",0.4724637567996979
"Golem-Alola","explosion",0.8663051128387451
"Golem-Alola","wideguard",0.36995992064476013
"Golem-Alola","protect",0.3485027253627777
"Golem-Alola","rockslide",0.3357698619365692
"Golurk","dynamicpunch",0.6104666590690613
"Golurk","protect",0.5894253849983215
"Golurk","poltergeist",0.4070677161216736
"Golurk","curse",0.39708659052848816
"Goodra","sludgebomb",0.3899504542350769
"Goodra","dragonpulse",0.36022648215293884
"Goodra","dracometeor",0.31847134232521057
"Goodra","thunder",0.24274593591690063
"Goodra-Hisui","bodypress",0.6334940791130066
"Goodra-Hisui","heavyslam",0.4222928583621979
"Goodra-Hisui","lifedew",0.3868917226791382
"Goodra-Hisui","protect",0.32913196086883545
"Gothitelle","fakeout",0.9231013655662537
"Gothitelle","protect",0.8255746364593506
"Gothitelle","psychic",0.6733661890029907
"Gothitelle","taunt",0.4832115173339844
"Gothorita","fakeout",0.9156492948532104
"Gothorita","protect",0.8790233135223389
"Gothorita","trickroom",0.7081021070480347
"Gothorita","hypnosis",0.49389567971229553
"Gouging Fire","burningbulwark",0.7806880474090576
"Gouging Fire","breakingswipe",0.7502294182777405
"Gouging Fire","flareblitz",0.6927846670150757
"Gouging Fire","howl",0.6792420148849487
"Grafaiai","partingshot",0.5340637564659119
"Grafaiai","doodle",0.4205179214477539
