"pokemon1","pokemon2","compatibility","viability_ceiling_pokemon2"
"Gallade","Garchomp",0.019844558089971542,77
"Gallade","Ogerpon-Hearthflame-Mask",0.029707657173275948,85
"Gallade","Grimmsnarl",0.018029747530817986,84
"Gallade","Rillaboom",0.040833234786987305,85
"Gallade","Ogerpon-Wellspring-Mask",0.10028800368309021,83
"Gallade","Chi-Yu",0.02394760772585869,86
"Gallade","Clefairy",0.01061269547790289,84
"Gallade","Rhyperior",0.011756815016269684,74
"Gallade","Groudon",0.016136031597852707,81
"Gallade","Lilligant-Hisui",0.1106245294213295,76
"Gallade","Miraidon",0.01822700910270214,85
"Gallade","Roaring Moon",0.01858208142220974,83
"Gallade","Lunala",0.02678818069398403,82
"Gallade","Regidrago",0.0286424420773983,81
"Thundurus-Therian","Landorus-Therian",0.06545945256948471,83
"Thundurus-Therian","Suicune",0.01079743541777134,76
"Thundurus-Therian","Dondozo",0.013834214769303799,85
"Thundurus-Therian","Entei",0.010684962384402752,81
"Thundurus-Therian","Gouging Fire",0.03632887080311775,78
"Thundurus-Therian","Chi-Yu",0.07333258539438248,86
"Thundurus-Therian","Talonflame",0.011359802447259426,81
"Thundurus-Therian","Scream Tail",0.011022382415831089,83
"Thundurus-Therian","Regigigas",0.014171633869409561,80
"Thundurus-Therian","Koraidon",0.06253514438867569,83
"Thundurus-Therian","Kommo-o",0.010010122321546078,79
"Thundurus-Therian","Necrozma-Dawn",0.013046901673078537,75
"Thundurus-Therian","Calyrex-Shadow",0.05319986492395401,85
"Thundurus-Therian","Miraidon",0.12428298592567444,85
"Thundurus-Therian","Indeedee-Female",0.056686535477638245,83
"Thundurus-Therian","Wo-Chien",0.012597008608281612,83
"Thundurus-Therian","Zamazenta-Crowned",0.06782139092683792,85
"Thundurus-Therian","Ogerpon-Wellspring-Mask",0.09234056621789932,83
"Thundurus-Therian","Incineroar",0.1874929666519165,85
"Thundurus-Therian","Tinkaton",0.011697221547365189,80
"Thundurus-Therian","Heatran",0.012259588576853275,82
"Thundurus-Therian","Ogerpon-Cornerstone-Mask",0.04465189576148987,84
"Thundurus-Therian","Sneasler",0.01079743541777134,82
"Thundurus-Therian","Rillaboom",0.12428298592567444,85
"Thundurus-Therian","Raichu",0.0127094816416502,81
"Thundurus-Therian","Iron Hands",0.037903498858213425,85
"Thundurus-Therian","Urshifu-Rapid-Strike",0.17467100918293,85
"Thundurus-Therian","Gastrodon",0.02958047389984131,81
"Thundurus-Therian","Landorus-Incarnate",0.10201327502727509,86
"Thundurus-Therian","Farigiraf",0.07423236966133118,85
"Thundurus-Therian","Moltres-Galar",0.010909908451139927,77
"Thundurus-Therian","Dragapult",0.017208412289619446,73
"Thundurus-Therian","Pelipper",0.13136880099773407,84
"Thundurus-Therian","Grimmsnarl",0.03261725232005119,84
"Thundurus-Therian","Volcarona",0.010684962384402752,81
"Thundurus-Therian","Urshifu-Single-Strike",0.05972331389784813,83
"Thundurus-Therian","Ursaluna",0.05027556046843529,83
"Thundurus-Therian","Calyrex-Ice",0.042065009474754333,86
"Thundurus-Therian","Eternatus",0.017770780250430107,80
"Thundurus-Therian","Kyurem-White",0.01248453464359045,83
"Thundurus-Therian","Whimsicott",0.1510516256093979,86
"Thundurus-Therian","Noivern",0.013721740804612637,71
"Thundurus-Therian","Ting-Lu",0.02024519257247448,85
"Thundurus-Therian","Luvdisc",0.015183893963694572,70
"Thundurus-Therian","Groudon",0.019907772541046143,81
"Thundurus-Therian","Indeedee-Male",0.01012259628623724,78
"Thundurus-Therian","Arcanine-Hisui",0.015746260061860085,79
"Thundurus-Therian","Clefairy",0.021482398733496666,84
"Thundurus-Therian","Weezing-Galar",0.031267572194337845,82
"Thundurus-Therian","Ogerpon-Hearthflame-Mask",0.03711618483066559,85
"Thundurus-Therian","Zacian-Crowned",0.02440670318901539,83
"Thundurus-Therian","Iron Valiant",0.02024519257247448,83
"Thundurus-Therian","Raging Bolt",0.023281970992684364,86
"Thundurus-Therian","Palkia-Origin",0.03250477835536003,75
"Thundurus-Therian","Cresselia",0.0385783389210701,83
"Thundurus-Therian","Umbreon",0.028118321672081947,79
"Thundurus-Therian","Gholdengo",0.02778090164065361,85
"Thundurus-Therian","Flutter Mane",0.07648183405399323,83
"Thundurus-Therian","Basculegion-Male",0.037003710865974426,80
"Thundurus-Therian","Terapagos",0.020807558670639992,83
"Thundurus-Therian","Kyogre",0.2455291897058487,83
"Thundurus-Therian","Metagross",0.013046901673078537,79
"Thundurus-Therian","Sinistcha",0.010909908451139927,83
"Thundurus-Therian","Zapdos-Galar",0.011472275480628014,77
"Thundurus-Therian","Tornadus-Incarnate",0.24541671574115753,83
"Thundurus-Therian","Roaring Moon",0.037903498858213425,83
"Thundurus-Therian","Archaludon",0.05691148340702057,83
"Thundurus-Therian","Reshiram",0.010684962384402752,84
"Thundurus-Therian","Annihilape",0.020582610741257668,83
"Thundurus-Therian","Kingambit",0.054774489253759384,82
"Thundurus-Therian","Iron Bundle",0.017770780250430107,82
"Thundurus-Therian","Walking Wake",0.01687099225819111,79
"Thundurus-Therian","Garchomp",0.0249690692871809,77
"Thundurus-Therian","Dialga-Origin",0.025081543251872063,77
"Thundurus-Therian","Tsareena",0.031829942017793655,83
"Thundurus-Therian","Lunala",0.012597008608281612,82
"Thundurus-Therian","Amoonguss",0.12102125585079193,85
"Thundurus-Therian","Okidogi",0.010684962384402752,80
"Thundurus-Therian","Chien-Pao",0.0603981539607048,85
"Thundurus-Therian","Gyarados",0.010909908451139927,73
"Thundurus-Therian","Ursaluna-Bloodmoon",0.01529636699706316,82
"Thundurus-Therian","Araquanid",0.013834214769303799,77
"Thundurus-Therian","Solgaleo",0.013609267771244049,77
"Thundurus-Therian","Dragonite",0.017545832321047783,85
"Thundurus-Therian","Sableye",0.01552131399512291,79
"Thundurus-Therian","Ninetales-Alola",0.016196154057979584,83
"Azumarill","Flutter Mane",0.07238734513521194,83
"Azumarill","Chi-Yu",0.025567274540662766,86
"Azumarill","Garganacl",0.03116011433303356,77
"Azumarill","Ursaluna-Bloodmoon",0.03563438728451729,82
"Azumarill","Cyclizar",0.038191113620996475,74
"Azumarill","Arcanine",0.01054650079458952,70
"Azumarill","Whimsicott",0.0377117283642292,86
"Azumarill","Urshifu-Rapid-Strike",0.030201341956853867,85
"Azumarill","Gothitelle",0.13646532595157623,80
"Azumarill","Tatsugiri-Curly",0.014860978350043297,85
"Azumarill","Garchomp",0.02652604691684246,77
"Azumarill","Landorus-Incarnate",0.020613614469766617,86
"Azumarill","Kyogre",0.09443911910057068,83
"Azumarill","Mimikyu-Disguised",0.018696069717407227,75
"Azumarill","Landorus-Therian",0.018376478925347328,83
"Azumarill","Conkeldurr",0.01038670539855957,70
"Azumarill","Cresselia",0.04058804735541344,83
"Azumarill","Grimmsnarl",0.03036113828420639,84
"Azumarill","Gliscor",0.013742409646511078,74
"Azumarill","Raichu",0.021572386845946312,81
"Azumarill","Raging Bolt",0.032438479363918304,86
"Azumarill","Ogerpon-Cornerstone-Mask",0.028922978788614273,84
"Azumarill","Indeedee-Female",0.08612975478172302,83
"Azumarill","Rhyperior",0.016299137845635414,74
"Azumarill","Umbreon",0.02109300158917904,79
"Azumarill","Crawdaunt",0.010706296190619469,71
"Azumarill","Hatterene",0.023170342668890953,79
"Azumarill","Heatran",0.01613934151828289,82
"Azumarill","Archaludon",0.03883029893040657,83
"Azumarill","Clefable",0.015979547053575516,74
"Azumarill","Jumpluff",0.020613614469766617,78
"Azumarill","Kingambit",0.024288909509778023,82
"Azumarill","Roaring Moon",0.015180569142103195,83
"Azumarill","Armarouge",0.020453820005059242,73
"Azumarill","Dragonite",0.023330137133598328,85
"Azumarill","Moltres-Galar",0.012943432666361332,77
"Azumarill","Ludicolo",0.011824863962829113,73
"Azumarill","Oranguru",0.01965484209358692,77
"Azumarill","Koraidon",0.02029402367770672,83
"Azumarill","Necrozma-Dawn",0.015020773746073246,75
"Azumarill","Zacian-Crowned",0.029082773253321648,83
"Azumarill","Skeledirge",0.017577501013875008,76
"Azumarill","Ting-Lu",0.030840523540973663,85
"Azumarill","Iron Hands",0.055129434913396835,85
"Azumarill","Terapagos",0.03483540937304497,83
"Azumarill","Klefki",0.016778523102402687,79
"Azumarill","Politoed",0.01342281885445118,78
"Azumarill","Araquanid",0.011185682378709316,77
"Azumarill","Kyurem-White",0.012464046478271484,83
"Azumarill","Arcanine-Hisui",0.01613934151828289,79
"Azumarill","Torkoal",0.04793863743543625,81
"Azumarill","Hitmontop",0.012464046478271484,76
"Azumarill","Zamazenta-Crowned",0.02732502482831478,85
"Azumarill","Pachirisu",0.019015660509467125,76
"Azumarill","Sableye",0.01965484209358692,79
"Azumarill","Clefairy",0.040907640010118484,84
"Azumarill","Ninetales-Alola",0.022850751876831055,83
"Azumarill","Meowscarada",0.018696069717407227,74
"Azumarill","Basculegion-Male",0.013902205042541027,80
"Azumarill","Tornadus-Incarnate",0.037871524691581726,83
"Azumarill","Slowbro",0.021412592381238937,71
"Azumarill","Tyranitar",0.0330776609480381,75
"Azumarill","Farigiraf",0.10642378032207489,85
"Azumarill","Volcarona",0.012783637270331383,81
"Azumarill","Miraidon",0.044742729514837265,85
"Azumarill","Breloom",0.011025886982679367,79
"Azumarill","Sinistcha",0.04650047793984413,83
"Azumarill","Necrozma-Dusk",0.01997443288564682,75
"Azumarill","Kingdra",0.012144454754889011,75
"Azumarill","Gastrodon",0.015500159934163094,81
"Azumarill","Annihilape",0.057046979665756226,83
"Azumarill","Brute Bonnet",0.01230425015091896,78
"Azumarill","Smeargle",0.02732502482831478,83
"Azumarill","Scizor",0.012623841874301434,81
"Azumarill","Urshifu-Single-Strike",0.048258230090141296,83
"Azumarill","Chien-Pao",0.02492809295654297,85
"Azumarill","Ogerpon",0.017098113894462585,83
"Azumarill","Ursaluna",0.03946948051452637,83
"Azumarill","Lunala",0.06024288758635521,82
"Azumarill","Maushold-Family-of-Four",0.022051773965358734,80
"Azumarill","Gurdurr",0.016618728637695312,63
"Azumarill","Calyrex-Ice",0.18376478552818298,86
"Azumarill","Regieleki",0.02189197763800621,83
"Azumarill","Gholdengo",0.017098113894462585,85
"Azumarill","Pelipper",0.026366250589489937,84
"Azumarill","Calyrex-Shadow",0.046660274267196655,85
"Azumarill","Gardevoir",0.014062000438570976,70
"Azumarill","Rillaboom",0.11952700465917587,85
"Azumarill","Incineroar",0.19830617308616638,85
"Azumarill","Wo-Chien",0.012623841874301434,83
"Azumarill","Flamigo",0.028124000877141953,79
"Azumarill","Porygon2",0.04266538843512535,77
"Azumarill","Ogerpon-Hearthflame-Mask",0.04186641052365303,85
"Azumarill","Okidogi",0.013582614250481129,80
"Azumarill","Amoonguss",0.16490891575813293,85
"Azumarill","Ogerpon-Wellspring-Mask",0.019335251301527023,83
"Azumarill","Gengar",0.014701182022690773,71
"Vaporeon","Cinderace",0.012129380367696285,77
"Vaporeon","Meowscarada",0.01886792480945587,74
"Vaporeon","Kyogre",0.05997304618358612,83
"Vaporeon","Comfey",0.015498652122914791,78
"Vaporeon","Ursaluna",0.033018868416547775,83
"Vaporeon","Landorus-Incarnate",0.02358490601181984,86
"Vaporeon","Eternatus",0.012129380367696285,80
"Vaporeon","Calyrex-Ice",0.07884097099304199,86
"Vaporeon","Chansey",0.026280323043465614,69
"Vaporeon","Jolteon",0.1287062019109726,70
"Vaporeon","Garchomp",0.03167115896940231,77
"Vaporeon","Indeedee-Female",0.05390835553407669,83
"Vaporeon","Porygon2",0.01482479739934206,77
"Vaporeon","Ogerpon-Hearthflame-Mask",0.01886792480945587,85
"Vaporeon","Toxtricity-Amped",0.022237196564674377,71
"Vaporeon","Calyrex-Shadow",0.02897574193775654,85
"Vaporeon","Archaludon",0.045148249715566635,83
"Vaporeon","Terapagos",0.0249326154589653,83
"Vaporeon","Muk-Alola",0.012129380367696285,80
"Vaporeon","Abomasnow",0.012129380367696285,73
"Vaporeon","Palafin-Hero",0.022237196564674377,70
"Vaporeon","Gastrodon",0.019541779533028603,81
"Vaporeon","Ninetales-Alola",0.01684636063873768,83
"Vaporeon","Leafeon",0.12668463587760925,68
"Vaporeon","Suicune",0.02291105128824711,76
"Vaporeon","Zamazenta-Crowned",0.1745283007621765,85
"Vaporeon","Dragapult",0.01819407008588314,73
"Vaporeon","Iron Hands",0.01886792480945587,85
"Vaporeon","Arcanine",0.020889487117528915,70
"Vaporeon","Dusclops",0.0249326154589653,77
"Vaporeon","Raging Bolt",0.010107817128300667,86
"Vaporeon","Chi-Yu",0.012803234159946442,86
"Vaporeon","Cetitan",0.011455525644123554,68
"Vaporeon","Scizor",0.011455525644123554,81
"Vaporeon","Necrozma-Dawn",0.02358490601181984,75
"Vaporeon","Koraidon",0.016172505915164948,83
"Vaporeon","Politoed",0.03638814017176628,78
"Vaporeon","Gardevoir",0.03369272127747536,70
"Vaporeon","Sceptile",0.011455525644123554,69
"Vaporeon","Dialga-Origin",0.01752021536231041,77
"Vaporeon","Ogerpon-Wellspring-Mask",0.019541779533028603,83
"Vaporeon","Cacturne",0.012803234159946442,62
"Vaporeon","Moltres-Galar",0.04110512137413025,77
"Vaporeon","Rillaboom",0.05862533673644066,85
"Vaporeon","Chien-Pao",0.01819407008588314,85
"Vaporeon","Ho-Oh",0.027628032490611076,77
"Vaporeon","Pelipper",0.03638814017176628,84
"Vaporeon","Rotom-Heat",0.011455525644123554,76
"Vaporeon","Umbreon",0.2998652160167694,79
"Vaporeon","Landorus-Therian",0.01482479739934206,83
"Vaporeon","Corviknight",0.021563341841101646,73
"Vaporeon","Gengar",0.03638814017176628,71
"Vaporeon","Basculegion-Male",0.025606468319892883,80
"Vaporeon","Kingdra",0.02964959479868412,75
"Vaporeon","Toxicroak",0.012803234159946442,75
"Vaporeon","Armarouge",0.011455525644123554,73
"Vaporeon","Dragonite",0.05390835553407669,85
"Vaporeon","Espeon",0.2425875961780548,70
"Vaporeon","Hatterene",0.012803234159946442,79
"Vaporeon","Beartic",0.011455525644123554,69
"Vaporeon","Glaceon",0.04110512137413025,68
"Vaporeon","Tornadus-Incarnate",0.03504043072462082,83
"Vaporeon","Sneasler",0.012803234159946442,82
"Vaporeon","Tyranitar",0.015498652122914791,75
"Vaporeon","Gholdengo",0.01886792480945587,85
"Vaporeon","Blaziken",0.013477088883519173,67
"Vaporeon","Farigiraf",0.02358490601181984,85
"Vaporeon","Ogerpon-Cornerstone-Mask",0.014150943607091904,84
"Vaporeon","Palkia",0.01752021536231041,69
"Vaporeon","Tauros-Paldea-Blaze-Breed",0.038409702479839325,71
"Vaporeon","Dragalge",0.03773584961891174,67
"Vaporeon","Annihilape",0.012129380367696285,83
"Vaporeon","Incineroar",0.06805930286645889,85
"Vaporeon","Raichu",0.03773584961891174,81
"Vaporeon","Gouging Fire",0.02425876073539257,78
"Vaporeon","Hitmonlee",0.013477088883519173,68
"Vaporeon","Zacian-Crowned",0.020215634256601334,83
"Vaporeon","Okidogi",0.014150943607091904,80
"Vaporeon","Roaring Moon",0.03436657786369324,83
"Vaporeon","Swampert",0.011455525644123554,74
"Vaporeon","Lapras",0.010781670920550823,71
"Vaporeon","Venusaur",0.03032344952225685,80
"Vaporeon","Sinistcha",0.06132075563073158,83
"Vaporeon","Urshifu-Rapid-Strike",0.06671158969402313,85
"Vaporeon","Gliscor",0.011455525644123554,74
"Vaporeon","Amoonguss",0.032345011830329895,85
"Vaporeon","Pikachu",0.02425876073539257,80
"Vaporeon","Lugia",0.04043126851320267,77
"Vaporeon","Vivillon",0.039083559066057205,72
"Vaporeon","Whimsicott",0.027628032490611076,86
"Vaporeon","Heatran",0.02291105128824711,82
"Vaporeon","Solgaleo",0.012803234159946442,77
"Vaporeon","Flareon",0.2250673919916153,67
"Vaporeon","Delphox",0.015498652122914791,70
"Vaporeon","Sylveon",0.2964959442615509,72
"Toucannon","Decidueye-Hisui",0.011152416467666626,71
"Toucannon","Necrozma-Dawn",0.011152416467666626,75
"Toucannon","Farigiraf",0.029739776626229286,85
"Toucannon","Mudsdale",0.01858736015856266,69
"Toucannon","Spiritomb",0.011152416467666626,72
"Toucannon","Dusclops",0.03159851208329201,77
"Toucannon","Carbink",0.01858736015856266,65
"Toucannon","Flutter Mane",0.022304832935333252,83
"Toucannon","Iron Bundle",0.04089219495654106,82
"Toucannon","Snorlax",0.02044609747827053,72
"Toucannon","Avalugg-Hisui",0.011152416467666626,71
"Toucannon","Chimecho",0.014869888313114643,70
"Toucannon","Primarina",0.011152416467666626,77
"Toucannon","Raging Bolt",0.05204461142420769,86
"Toucannon","Eternatus",0.21003717184066772,80
"Toucannon","Regigigas",0.03531598672270775,80
"Toucannon","Staraptor",0.06691449880599976,66
"Toucannon","Ogerpon-Hearthflame-Mask",0.06319702416658401,85
"Toucannon","Comfey",0.026022305712103844,78
"Toucannon","Golem-Alola",0.03531598672270775,75
"Toucannon","Dipplin",0.026022305712103844,71
"Toucannon","Arboliva",0.029739776626229286,70
"Toucannon","Ursaluna",0.04089219495654106,83
"Toucannon","Hatterene",0.03345724940299988,79
"Toucannon","Hydreigon",0.013011152856051922,71
"Toucannon","Greedent",0.02044609747827053,67
"Toucannon","Zoroark-Hisui",0.022304832935333252,76
"Toucannon","Minior-Orange-Meteor",0.026022305712103844,66
"Toucannon","Cresselia",0.02044609747827053,83
"Toucannon","Slowbro",0.011152416467666626,71
"Toucannon","Hariyama",0.029739776626229286,78
"Toucannon","Indeedee-Female",0.013011152856051922,83
"Toucannon","Iron Hands",0.011152416467666626,85
"Toucannon","Munkidori",0.011152416467666626,78
"Toucannon","Grafaiai",0.04275092855095863,67
"Toucannon","Baxcalibur",0.029739776626229286,76
"Toucannon","Weezing-Galar",0.013011152856051922,82
"Toucannon","Muk-Alola",0.04275092855095863,80
"Toucannon","Zamazenta-Crowned",0.014869888313114643,85
"Toucannon","Volcarona",0.03903345763683319,81
"Toucannon","Ribombee",0.024163568392395973,71
"Toucannon","Terapagos",0.03159851208329201,83
"Toucannon","Bombirdier",0.014869888313114643,65
"Toucannon","Brute Bonnet",0.011152416467666626,78
"Toucannon","Venusaur",0.09665427356958389,80
"Toucannon","Electabuzz",0.03903345763683319,78
"Toucannon","Alomomola",0.01672862470149994,74
"Toucannon","Landorus-Therian",0.04275092855095863,83
"Toucannon","Kommo-o",0.013011152856051922,79
"Toucannon","Tornadus-Incarnate",0.024163568392395973,83
"Toucannon","Calyrex-Shadow",0.0706319734454155,85
"Toucannon","Whimsicott",0.05018587410449982,86
"Toucannon","Lunala",0.05018587410449982,82
"Toucannon","Empoleon",0.029739776626229286,69
"Toucannon","Sinistcha",0.1338289976119995,83
"Toucannon","Mamoswine",0.013011152856051922,77
"Toucannon","Heatran",0.0706319734454155,82
"Toucannon","Rayquaza",0.014869888313114643,77
"Toucannon","Corviknight",0.06691449880599976,73
"Toucannon","Lycanroc-Midnight",0.011152416467666626,55
"Toucannon","Torkoal",0.01858736015856266,81
"Toucannon","Scream Tail",0.011152416467666626,83
"Toucannon","Urshifu-Rapid-Strike",0.01858736015856266,85
"Toucannon","Tatsugiri-Curly",0.09665427356958389,85
"Toucannon","Oranguru",0.03717472031712532,77
"Toucannon","Mimikyu-Disguised",0.01858736015856266,75
"Toucannon","Mandibuzz",0.026022305712103844,73
"Toucannon","Talonflame",0.09479553997516632,81
"Toucannon","Bastiodon",0.03717472031712532,77
"Toucannon","Gastrodon",0.15799257159233093,81
"Toucannon","Palossand",0.029739776626229286,62
"Toucannon","Klawf",0.014869888313114643,57
"Toucannon","Blaziken",0.027881041169166565,67
"Toucannon","Slaking",0.05390334501862526,70
"Toucannon","Annihilape",0.10408922284841537,83
"Toucannon","Alcremie",0.026022305712103844,77
"Toucannon","Calyrex-Ice",0.06505576521158218,86
"Toucannon","Dialga-Origin",0.03717472031712532,77
"Toucannon","Rhyperior",0.013011152856051922,74
"Toucannon","Kleavor",0.027881041169166565,75
"Toucannon","Braviary",0.026022305712103844,67
"Toucannon","Trevenant",0.02044609747827053,64
"Toucannon","Amoonguss",0.05390334501862526,85
"Toucannon","Palkia-Origin",0.03345724940299988,75
"Toucannon","Kilowattrel",0.06691449880599976,72
"Toucannon","Armarouge",0.10037174820899963,73
"Toucannon","Noctowl",0.06691449880599976,69
"Toucannon","Ogerpon-Cornerstone-Mask",0.03531598672270775,84
"Toucannon","Malamar",0.024163568392395973,73
"Toucannon","Gogoat",0.014869888313114643,69
"Toucannon","Ursaluna-Bloodmoon",0.03345724940299988,82
"Toucannon","Toedscruel",0.01858736015856266,73
"Toucannon","Clefairy",0.05018587410449982,84
"Toucannon","Tsareena",0.013011152856051922,83
"Toucannon","Tinkaton",0.046468403190374374,80
"Toucannon","Miraidon",0.01858736015856266,85
"Toucannon","Incineroar",0.16914498805999756,85
"Toucannon","Cinccino",0.014869888313114643,69
"Toucannon","Glastrier",0.02044609747827053,72
"Toucannon","Azumarill",0.05204461142420769,80
"Kyurem-Black","Chi-Yu",0.09027314931154251,86
"Kyurem-Black","Weezing-Galar",0.02254052832722664,82
"Kyurem-Black","Okidogi",0.01798800751566887,80
"Kyurem-Black","Rillaboom",0.1534532606601715,85
"Kyurem-Black","Archaludon",0.018765266984701157,83
"Kyurem-Black","Ogerpon-Cornerstone-Mask",0.04630246385931969,84
"Kyurem-Black","Kingambit",0.03852986916899681,82
"Kyurem-Black","Iron Valiant",0.08427714556455612,83
"Kyurem-Black","Articuno",0.017654897645115852,70
"Kyurem-Black","Rhydon",0.013768598437309265,73
"Kyurem-Black","Ditto",0.01210304256528616,86
"Kyurem-Black","Regigigas",0.010548523627221584,80
"Kyurem-Black","Volcarona",0.040306463837623596,81
"Kyurem-Black","Chien-Pao",0.0818343311548233,85
"Kyurem-Black","Ogerpon-Wellspring-Mask",0.0992671549320221,83
"Kyurem-Black","Murkrow",0.015545192174613476,75
"Kyurem-Black","Ursaluna-Bloodmoon",0.028203420341014862,82
"Kyurem-Black","Gouging Fire",0.04941150173544884,78
"Kyurem-Black","Sneasler",0.02298467606306076,82
"Kyurem-Black","Roaring Moon",0.028425494208931923,83
"Kyurem-Black","Raichu",0.011103708297014236,81
"Kyurem-Black","Clefairy",0.04219409450888634,84
"Kyurem-Black","Ogerpon-Hearthflame-Mask",0.05463024601340294,85
"Kyurem-Black","Araquanid",0.02176326885819435,77
"Kyurem-Black","Urshifu-Rapid-Strike",0.23617587983608246,85
"Kyurem-Black","Ting-Lu",0.03431046009063721,85
"Kyurem-Black","Scizor",0.01510104350745678,81
"Kyurem-Black","Barraskewda",0.010548523627221584,72
"Kyurem-Black","Flutter Mane",0.13624250888824463,83
"Kyurem-Black","Moltres",0.032644905149936676,73
"Kyurem-Black","Urshifu-Single-Strike",0.054963357746601105,83
"Kyurem-Black","Sableye",0.011547856964170933,79
"Kyurem-Black","Dondozo",0.02709304913878441,85
"Kyurem-Black","Amoonguss",0.11092604696750641,85
"Kyurem-Black","Blastoise",0.01221407949924469,74
"Kyurem-Black","Indeedee-Female",0.04930046573281288,83
"Kyurem-Black","Smeargle",0.03286697715520859,83
"Kyurem-Black","Mimikyu-Disguised",0.020430823788046837,75
"Kyurem-Black","Cresselia",0.023761937394738197,83
"Kyurem-Black","Iron Bundle",0.019209416583180428,82
"Kyurem-Black","Tsareena",0.01798800751566887,83
"Kyurem-Black","Ogerpon",0.017654897645115852,83
"Kyurem-Black","Dragapult",0.01676660031080246,73
"Kyurem-Black","Thundurus-Incarnate",0.02775927074253559,81
"Kyurem-Black","Iron Moth",0.010881634429097176,81
"Kyurem-Black","Latias",0.01210304256528616,76
"Kyurem-Black","Heatran",0.02176326885819435,82
"Kyurem-Black","Zapdos-Galar",0.03619809076189995,77
"Kyurem-Black","Weezing",0.01798800751566887,80
"Kyurem-Black","Tatsugiri-Curly",0.015434155240654945,85
"Kyurem-Black","Whimsicott",0.14590273797512054,86
"Kyurem-Black","Iron Hands",0.05762824788689613,85
"Kyurem-Black","Pelipper",0.03664223849773407,84
"Kyurem-Black","Incineroar",0.2392849177122116,85
"Kyurem-Black","Gholdengo",0.07095269858837128,85
"Kyurem-Black","Regieleki",0.025094380602240562,83
"Kyurem-Black","Sinistcha",0.019542526453733444,83
"Kyurem-Black","Landorus-Incarnate",0.16533422470092773,86
"Kyurem-Black","Ninetales-Alola",0.20142127573490143,83
"Kyurem-Black","Grimmsnarl",0.017543859779834747,84
"Kyurem-Black","Milotic",0.03253386542201042,73
"Kyurem-Black","Moltres-Galar",0.015878302976489067,77
"Kyurem-Black","Annihilape",0.06151454523205757,83
"Kyurem-Black","Raging Bolt",0.061403509229421616,86
"Kyurem-Black","Tornadus-Incarnate",0.17532755434513092,83
"Kyurem-Black","Landorus-Therian",0.020652897655963898,83
"Kyurem-Black","Empoleon",0.010881634429097176,69
"Kyurem-Black","Primarina",0.01510104350745678,77
"Kyurem-Black","Talonflame",0.024983344599604607,81
"Kyurem-Black","Torkoal",0.011658893898129463,81
"Kyurem-Black","Mienshao",0.0589606910943985,79
"Kyurem-Black","Farigiraf",0.08516544848680496,85
"Kyurem-Black","Entei",0.013213412836194038,81
"Kyurem-Black","Salamence",0.013879635371267796,71
"Porygon-Z","Ninetales",0.01853526197373867,68
"Porygon-Z","Dragapult",0.020343581214547157,73
"Porygon-Z","Ting-Lu",0.023960217833518982,85
"Porygon-Z","Oranguru",0.01582278497517109,77
"Porygon-Z","Altaria",0.02124773897230625,73
"Porygon-Z","Pelipper",0.017631102353334427,84
"Porygon-Z","Krookodile",0.014466546475887299,67
"Porygon-Z","Lilligant-Hisui",0.022151898592710495,76
"Porygon-Z","Toxapex",0.027576854452490807,74
"Porygon-Z","Stonjourner",0.016274863854050636,71
"Porygon-Z","Gouging Fire",0.01582278497517109,78
"Porygon-Z","Zacian-Crowned",0.11844484508037567,83
"Porygon-Z","Ditto",0.022151898592710495,86
"Porygon-Z","Clefairy",0.030741410329937935,84
"Porygon-Z","Politoed",0.023960217833518982,78
"Porygon-Z","Iron Valiant",0.03164556995034218,83
"Porygon-Z","Groudon",0.0569620244204998,81
"Porygon-Z","Tornadus-Incarnate",0.07233273237943649,83
"Porygon-Z","Goodra-Hisui",0.010849909856915474,76
"Porygon-Z","Incineroar",0.1496383398771286,85
"Porygon-Z","Kyogre",0.057866185903549194,83
"Porygon-Z","Charizard",0.014466546475887299,74
"Porygon-Z","Rillaboom",0.10578662157058716,85
"Porygon-Z","Ursaluna-Bloodmoon",0.022151898592710495,82
"Porygon-Z","Hatterene",0.012206148356199265,79
"Porygon-Z","Sinistcha",0.0284810122102499,83
"Porygon-Z","Torkoal",0.047920435667037964,81
"Porygon-Z","Cresselia",0.015370705164968967,83
"Porygon-Z","Gastrodon",0.010849909856915474,81
"Porygon-Z","Calyrex-Ice",0.0714285746216774,86
"Porygon-Z","Garganacl",0.09990958124399185,77
"Porygon-Z","Gholdengo",0.01582278497517109,85
"Porygon-Z","Crawdaunt",0.017631102353334427,71
"Porygon-Z","Dialga-Origin",0.02305605821311474,77
"Porygon-Z","Iron Hands",0.051989149302244186,85
"Porygon-Z","Probopass",0.012658228166401386,65
"Porygon-Z","Gogoat",0.014466546475887299,69
"Porygon-Z","Whimsicott",0.11528029292821884,86
"Porygon-Z","Illumise",0.014918625354766846,72
"Porygon-Z","Garchomp",0.043399639427661896,77
"Porygon-Z","Maushold-Family-of-Four",0.026220614090561867,80
"Porygon-Z","Flutter Mane",0.05877034366130829,83
"Porygon-Z","Thundurus-Therian",0.013562386855483055,75
"Porygon-Z","Regigigas",0.012206148356199265,80
"Porygon-Z","Ogerpon-Hearthflame-Mask",0.14602169394493103,85
"Porygon-Z","Dragonite",0.025316456332802773,85
"Porygon-Z","Amoonguss",0.052441228181123734,85
"Porygon-Z","Roaring Moon",0.04113924130797386,83
"Porygon-Z","Eternatus",0.025316456332802773,80
